Circuit,Upstream_Equipment_Number,Upstream_Equipment_ID,Downstream_Equipment_Number,Downstream_Equipment_ID,Check_Type,Phase_Note,Ground_Note
67431202,275Y36_737250174,K_65A,38934343,T_80A,Fuse-Fuse,,"Ground upstream: i=3420.0 (log10=3.5340) is outside the data range [10^2.0960, 10^3.4551]."
67431202,652555291,UNK_UNKA,22DY89_668465950,K_50A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67431202,275Y36_737250174,K_65A,38917966,K_80A,Fuse-Fuse,"Phase upstream: i=3576.0 (log10=3.5534) is outside the data range [10^2.0960, 10^3.4551].","Ground upstream: i=3460.0 (log10=3.5391) is outside the data range [10^2.0960, 10^3.4551]."
67431202,38916787,T_80A,38926472,K_25A,Fuse-Fuse,"Phase downstream: i=3356.0 (log10=3.5258) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3115.0 (log10=3.4935) is outside the data range [10^1.7717, 10^3.4144]."
67431202,38920316,K_65A,38917074,K_25A,Fuse-Fuse,"Phase downstream: i=2693.0 (log10=3.4302) is outside the data range [10^1.7717, 10^3.4144].",
67431202,652555291,UNK_UNKA,2C11_38931199,K_25A,Fuse-Fuse,"Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: i=3192.0 (log10=3.5041) is outside the data range [10^1.7717, 10^3.4144].","Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: i=2874.0 (log10=3.4585) is outside the data range [10^1.7717, 10^3.4144]."
67431203,67431203,DEFAULT_BREAKER,655509178,UNK_UNKA,Breaker-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67431203,655509178,UNK_UNKA,1MBB87_675627240,ES_125A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: Cannot determine fuse curve type for 'ES_125A',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: Cannot determine fuse curve type for 'ES_125A'
67431203,655509178,UNK_UNKA,1J2E63_38920086,K_25A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67431203,655509178,UNK_UNKA,1MBB87_675627280,ES_125A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: Cannot determine fuse curve type for 'ES_125A',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: Cannot determine fuse curve type for 'ES_125A'
67431203,655509178,UNK_UNKA,564682647,ES_125A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: Cannot determine fuse curve type for 'ES_125A',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: Cannot determine fuse curve type for 'ES_125A'
67431203,655509178,UNK_UNKA,1MBB86_574391299,ES_125A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: Cannot determine fuse curve type for 'ES_125A',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: Cannot determine fuse curve type for 'ES_125A'
67431205,A21-2 B_673952369,TRIPSAVER_II_200A,2B5T14_38915458,K_25A,TripSaver-Fuse,"Phase downstream: i=2938.0 (log10=3.4681) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2736.0 (log10=3.4371) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,38931093,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67431205,A9_673952378,TRIPSAVER_II_200A,2A1_38928909,K_25A,TripSaver-Fuse,"Phase downstream: i=3402.0 (log10=3.5317) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3505.0 (log10=3.5447) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,357665031,K_25A,Breaker-Fuse,,"Ground upstream: Relay setting error ('CTR'); Ground downstream: i=3124.0 (log10=3.4947) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,38929294,K_50A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67431205,25FJ31_752300287,VPST_800A,38919387,K_25A,Recloser-Fuse,"Phase downstream: i=2967.0 (log10=3.4723) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2765.0 (log10=3.4417) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,1YWT66_668743372,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67431205,25FJ31_752300287,VPST_800A,38921325,K_25A,Recloser-Fuse,"Phase downstream: i=2877.0 (log10=3.4589) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2624.0 (log10=3.4190) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,38931301,K_25A,Breaker-Fuse,"Phase upstream: Relay setting error ('CTR'); Phase downstream: i=3262.0 (log10=3.5135) is outside the data range [10^1.7717, 10^3.4144].","Ground upstream: Relay setting error ('CTR'); Ground downstream: i=3254.0 (log10=3.5124) is outside the data range [10^1.7717, 10^3.4144]."
67431205,67431205,DEFAULT_BREAKER,357665053,K_80A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,38923174,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,38916072,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,25FJ31_752300287,VPST_800A,Breaker-Recloser,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,A21-2 B_673952369,TRIPSAVER_II_200A,Breaker-TripSaver,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,A9_673952378,TRIPSAVER_II_200A,Breaker-TripSaver,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67431205,67431205,DEFAULT_BREAKER,25RH50_753399698,VPST_800A,Breaker-Recloser,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67441202,67441202,DEFAULT_BREAKER,38924491,K_25A,Breaker-Fuse,"Phase downstream: i=3446.0 (log10=3.5373) is outside the data range [10^1.7717, 10^3.4144].",
67441202,67441202,DEFAULT_BREAKER,38919848,K_25A,Breaker-Fuse,"Phase downstream: i=3934.0 (log10=3.5948) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2893.0 (log10=3.4613) is outside the data range [10^1.7717, 10^3.4144]."
67441202,828153927,K_80A,752240390,UNK_UNKA,Fuse-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441202,38931827,T_80A,38941214,K_20A,Fuse-Fuse,"Phase downstream: i=3549.0 (log10=3.5501) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2580.0 (log10=3.4116) is outside the data range [10^1.6881, 10^3.3354]."
67441202,67441202,DEFAULT_BREAKER,38917499,K_30A,Breaker-Fuse,"Phase downstream: i=4403.0 (log10=3.6437) is outside the data range [10^1.8914, 10^3.5273].",
67441202,1KFR90_651825550,L_200A,752240437,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441202,752240390,UNK_UNKA,366668975,K_65A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,0006_471163449,L_200A,1YYN78_752450948,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38932705,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,67441203,DEFAULT_BREAKER,38924230,K_30A,Breaker-Fuse,"Phase downstream: i=4253.0 (log10=3.6287) is outside the data range [10^1.8914, 10^3.5273].",
67441203,4F1_39010874,L_200A,752450900,UNK_UNKA,Recloser-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,0006_471163449,L_200A,752450940,UNK_UNKA,Recloser-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38934505,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38931073,K_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,67441203,DEFAULT_BREAKER,38916272,K_30A,Breaker-Fuse,"Phase downstream: i=4405.0 (log10=3.6439) is outside the data range [10^1.8914, 10^3.5273].",
67441203,39082701,UNK_UNKA,38936040,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38920638,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38924756,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,9F17_39010906,L_100A,752450889,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38925977,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,38918300,T_80A,38916214,K_25A,Fuse-Fuse,"Phase downstream: i=3782.0 (log10=3.5777) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2766.0 (log10=3.4419) is outside the data range [10^1.7717, 10^3.4144]."
67441203,39082701,UNK_UNKA,38931029,K_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,39082701,UNK_UNKA,38926049,T_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,0006_471163449,L_200A,39082701,UNK_UNKA,Recloser-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441203,38917243,K_65A,38930969,K_20A,Fuse-Fuse,,"Ground downstream: i=2359.0 (log10=3.3727) is outside the data range [10^1.6881, 10^3.3354]."
67441204,752119876,UNK_UNKA,142915743,K_25A,Fuse-Fuse,"Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Phase downstream: i=3763.0 (log10=3.5755) is outside the data range [10^1.7717, 10^3.4144].","Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'; Ground downstream: i=2684.0 (log10=3.4288) is outside the data range [10^1.7717, 10^3.4144]."
67441204,67441204,DEFAULT_BREAKER,752119876,UNK_UNKA,Breaker-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67441204,67441204,DEFAULT_BREAKER,1H1J86_545977879,K_25A,Breaker-Fuse,,"Ground downstream: i=3361.0 (log10=3.5265) is outside the data range [10^1.7717, 10^3.4144]."
67441204,67441204,DEFAULT_BREAKER,1H1K16_545977872,K_25A,Breaker-Fuse,,"Ground downstream: i=3332.0 (log10=3.5227) is outside the data range [10^1.7717, 10^3.4144]."
67441204,67441204,DEFAULT_BREAKER,462721480,K_25A,Breaker-Fuse,"Phase downstream: i=2985.0 (log10=3.4749) is outside the data range [10^1.7717, 10^3.4144].",
67451202,2CHK03_38921024,T_65A,38927749,K_20A,Fuse-Fuse,,"Ground downstream: i=2197.0 (log10=3.3418) is outside the data range [10^1.6881, 10^3.3354]."
67451202,813962118,UNK_UNKA,38916455,K_80A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67451202,67451202,DEFAULT_BREAKER,NC2_38925039,K_25A,Breaker-Fuse,,"Ground downstream: i=4214.0 (log10=3.6247) is outside the data range [10^1.7717, 10^3.4144]."
67451202,38916431,T_80A,38916589,K_20A,Fuse-Fuse,,"Ground downstream: i=3279.0 (log10=3.5157) is outside the data range [10^1.6881, 10^3.3354]."
67451202,67451202,DEFAULT_BREAKER,813962118,UNK_UNKA,Breaker-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67451202,1E4X15_813962124,T_80A,38925029,K_25A,Fuse-Fuse,,"Ground downstream: i=3239.0 (log10=3.5104) is outside the data range [10^1.7717, 10^3.4144]."
67451202,38916451,K_40A,164078096,K_25A,Fuse-Fuse,,"Ground upstream: i=2896.0 (log10=3.4618) is outside the data range [10^1.9000, 10^3.2505].; Ground downstream: i=2896.0 (log10=3.4618) is outside the data range [10^1.7717, 10^3.4144]."
67451202,38925580,K_100A,370263856,K_25A,Fuse-Fuse,,"Ground upstream: i=5091.0 (log10=3.7068) is outside the data range [10^2.3028, 10^3.6868].; Ground downstream: i=5091.0 (log10=3.7068) is outside the data range [10^1.7717, 10^3.4144]."
67451202,67451202,DEFAULT_BREAKER,N15_813962128,UNK_UNKA,Breaker-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67451202,38916565,K_40A,1X9G24_652907596,K_20A,Fuse-Fuse,,"Ground upstream: i=2791.0 (log10=3.4458) is outside the data range [10^1.9000, 10^3.2505].; Ground downstream: i=2791.0 (log10=3.4458) is outside the data range [10^1.6881, 10^3.3354]."
67451202,1E4X16_38919385,K_65A,2DQR52_38919395,K_20A,Fuse-Fuse,,"Ground upstream: i=3545.0 (log10=3.5496) is outside the data range [10^2.0960, 10^3.4551].; Ground downstream: i=3545.0 (log10=3.5496) is outside the data range [10^1.6881, 10^3.3354]."
67451202,N27_38925971,K_80A,NF1_38922828,K_20A,Fuse-Fuse,,"Ground downstream: i=2503.0 (log10=3.3985) is outside the data range [10^1.6881, 10^3.3354]."
67451202,67451202,DEFAULT_BREAKER,NC2_780693165,K_25A,Breaker-Fuse,,"Ground downstream: i=4214.0 (log10=3.6247) is outside the data range [10^1.7717, 10^3.4144]."
67451202,67451202,DEFAULT_BREAKER,390796977,K_25A,Breaker-Fuse,"Phase downstream: i=3844.0 (log10=3.5848) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3471.0 (log10=3.5405) is outside the data range [10^1.7717, 10^3.4144]."
67451202,38925612,K_100A,1R0B90_836235095,K_20A,Fuse-Fuse,,"Ground downstream: i=2877.0 (log10=3.4589) is outside the data range [10^1.6881, 10^3.3354]."
67451202,N37_38925502,K_80A,2BQL65_38926157,K_25A,Fuse-Fuse,"Phase downstream: i=2689.0 (log10=3.4296) is outside the data range [10^1.7717, 10^3.4144].",
67451203,1DKM38_38935314,K_80A,JB1_38931005,K_20A,Fuse-Fuse,,"Ground downstream: i=2726.0 (log10=3.4355) is outside the data range [10^1.6881, 10^3.3354]."
67461201,3K3_671345867,TRIPSAVER_II_100A,38919816,K_25A,TripSaver-Fuse,,"Ground downstream: i=2781.0 (log10=3.4442) is outside the data range [10^1.7717, 10^3.4144]."
67461201,L2P34_570003255,VPST_800A,38942245,K_25A,Recloser-Fuse,,"Ground downstream: i=3173.0 (log10=3.5015) is outside the data range [10^1.7717, 10^3.4144]."
67461201,L2P34_570003255,VPST_800A,3K3_38922860,K_25A,Recloser-Fuse,,"Ground downstream: i=3279.0 (log10=3.5157) is outside the data range [10^1.7717, 10^3.4144]."
67461201,38919948,T_80A,38932522,K_25A,Fuse-Fuse,,"Ground downstream: i=2827.0 (log10=3.4513) is outside the data range [10^1.7717, 10^3.4144]."
67461201,21XJ41_677202842,VPST_800A,767153297,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67461202,84643905,T_80A,38933001,K_25A,Fuse-Fuse,,"Ground downstream: i=2905.0 (log10=3.4631) is outside the data range [10^1.7717, 10^3.4144]."
67461202,84643747,T_80A,38921783,K_25A,Fuse-Fuse,,"Ground downstream: i=4073.0 (log10=3.6099) is outside the data range [10^1.7717, 10^3.4144]."
67461202,1D9X31_39011007,VPST_800A,84643922,K_25A,Recloser-Fuse,"Phase downstream: i=3882.0 (log10=3.5891) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3449.0 (log10=3.5377) is outside the data range [10^1.7717, 10^3.4144]."
67461202,1R4Q43_565220226,VPST_800A,38920201,K_25A,Recloser-Fuse,,"Ground downstream: i=2961.0 (log10=3.4714) is outside the data range [10^1.7717, 10^3.4144]."
67471201,38933834,K_65A,20EA64_673694312,K_20A,Fuse-Fuse,,"Ground upstream: i=4048.0 (log10=3.6072) is outside the data range [10^2.0960, 10^3.4551].; Ground downstream: i=4048.0 (log10=3.6072) is outside the data range [10^1.6881, 10^3.3354]."
67471202,23YM68_781437809,UNK_UNKA,23YM71_849516416,K_65A,Fuse-Fuse,Phase upstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471202,67471202,DEFAULT_BREAKER,38944673,K_25A,Breaker-Fuse,,"Ground downstream: i=2986.0 (log10=3.4751) is outside the data range [10^1.7717, 10^3.4144]."
67471202,67471202,DEFAULT_BREAKER,781437796,UNK_UNKA,Breaker-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471202,23YM70_849516398,T_65A,23YM68_781437809,UNK_UNKA,Fuse-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471202,DF1_38916519,T_40A,24XA91_38919872,K_25A,Fuse-Fuse,,"Ground downstream: i=3481.0 (log10=3.5417) is outside the data range [10^1.7717, 10^3.4144]."
67471202,23YM68_781437809,UNK_UNKA,38919680,K_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471202,DF1_38916519,T_40A,38929188,K_25A,Fuse-Fuse,,"Ground downstream: i=3229.0 (log10=3.5091) is outside the data range [10^1.7717, 10^3.4144]."
67471202,164469176,K_100A,138482142,K_25A,Fuse-Fuse,"Phase downstream: i=3641.0 (log10=3.5612) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3106.0 (log10=3.4922) is outside the data range [10^1.7717, 10^3.4144]."
67471204,1TNG65_669533555,VPST_800A,38916684,K_25A,Recloser-Fuse,"Phase downstream: i=2813.0 (log10=3.4492) is outside the data range [10^1.7717, 10^3.4144].",
67471204,1D0D01_39010379,VPSS_800A,38936329,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38928012,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,34P4_38934656,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38934055,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,39082802,UNK_UNKA,38923860,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,15P23_676511172,UNK_UNKA,38930067,T_80A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,38921279,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,7P23_39010836,VPSS_800A,15P23_676511172,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,450432018,K_20A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38922608,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1T8J58_653521963,TRIPSAVER_II_200A,39082802,UNK_UNKA,TripSaver-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,164026682,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,164026636,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38922482,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,15P23_676511172,UNK_UNKA,38917292,T_80A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,164026771,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,1D9C09_540043566,K_20A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,2RGC87_164026525,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38930304,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,164026673,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38928278,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38919080,T_65A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,1P9X29_654470343,K_20A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,39082802,UNK_UNKA,38927701,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,2RGC87_164026534,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,38935036,T_80A,Recloser-Fuse,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,67471204,DEFAULT_BREAKER,38932468,K_25A,Breaker-Fuse,,"Ground downstream: i=3490.0 (log10=3.5428) is outside the data range [10^1.7717, 10^3.4144]."
67471204,39082802,UNK_UNKA,38936259,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,15P23_676511172,UNK_UNKA,38916314,T_80A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67471204,1D0D01_39010379,VPSS_800A,1D0D13_466350253,4H_100A,Recloser-Recloser,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,67471204,DEFAULT_BREAKER,1D0D01_39010379,VPSS_800A,Breaker-Recloser,Phase downstream: FID 39010379 not in RecloserDatabase,Ground downstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,1D0D07_511351009,4H_100A,Recloser-Recloser,,Ground upstream: FID 39010379 not in RecloserDatabase
67471204,1D0D01_39010379,VPSS_800A,1D0D02_511016061,L_140A,Recloser-Recloser,,Ground upstream: FID 39010379 not in RecloserDatabase
67481203,2GHH62_804957590,K_25A,38924147,T_50A,Fuse-Fuse,,"Ground upstream: i=2411.0 (log10=3.3822) is outside the data range [10^1.6981, 10^3.0549]."
67481203,G7_670955645,TRIPSAVER_II_200A,2GHH62_804957590,K_25A,TripSaver-Fuse,,"Ground downstream: i=3408.0 (log10=3.5325) is outside the data range [10^1.7717, 10^3.4144]."
67481203,1K1A02_39010403,L_200A,38931529,K_25A,Recloser-Fuse,,"Ground downstream: i=3196.0 (log10=3.5046) is outside the data range [10^1.7717, 10^3.4144]."
67481203,38935976,T_80A,38927657,K_25A,Fuse-Fuse,,"Ground downstream: i=2844.0 (log10=3.4539) is outside the data range [10^1.7717, 10^3.4144]."
67481203,1K1A02_39010403,L_200A,38932338,K_25A,Recloser-Fuse,,"Ground downstream: i=3156.0 (log10=3.4991) is outside the data range [10^1.7717, 10^3.4144]."
67481203,2GHH62_804957590,K_25A,38936231,K_25A,Fuse-Fuse,,"Ground upstream: i=2313.0 (log10=3.3642) is outside the data range [10^1.6981, 10^3.0549]."
67481203,67481203,DEFAULT_BREAKER,2P3W44_38940482,K_25A,Breaker-Fuse,,"Ground downstream: i=3422.0 (log10=3.5343) is outside the data range [10^1.7717, 10^3.4144]."
67481203,38936211,K_80A,2CPE18_780778542,K_20A,Fuse-Fuse,,"Ground downstream: i=2392.0 (log10=3.3788) is outside the data range [10^1.6881, 10^3.3354]."
67481203,2GHH62_804957590,K_25A,38936201,K_25A,Fuse-Fuse,,"Ground upstream: i=2035.0 (log10=3.3086) is outside the data range [10^1.6981, 10^3.0549]."
67491201,2BKF15_38927745,T_50A,2M9L86_781421876,UNK_UNKA,Fuse-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67491201,2J6W68_779762690,VPST_800A,2R9_38920078,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,4R9.8_38935764,K_50A,1E2F20_585817620,ES_30A,Fuse-Fuse,,Ground downstream: Cannot determine fuse curve type for 'ES_30A'
67491201,2J6W68_779762690,VPST_800A,3R4_38929152,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,38929358,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R28_38930889,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,3R3_38936301,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R17_38934944,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R28_38924923,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,4R9.8_38935764,K_50A,1E2F20_585817618,ES_30A,Fuse-Fuse,,Ground downstream: Cannot determine fuse curve type for 'ES_30A'
67491201,2J6W68_779762690,VPST_800A,2R5_38932556,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2JCK63_789616065,K_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R6_38928354,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R10_38920130,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2R28_38922410,T_80A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
