Circuit,Upstream_Equipment_Number,Upstream_Equipment_ID,Downstream_Equipment_Number,Downstream_Equipment_ID,Check_Type,Phase_Note,Ground_Note
67491201,2J6W68_779762690,VPST_800A,2JCK64_38919645,K_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,67491201,DEFAULT_BREAKER,2J6W68_779762690,VPST_800A,Breaker-Recloser,,"Ground downstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491201,2J6W68_779762690,VPST_800A,2FFQ68_39011044,CMR_100A,Recloser-Recloser,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67491202,1LKR13_567211724,VPST_800A,38925569,K_25A,Recloser-Fuse,,"Ground downstream: i=2619.0 (log10=3.4181) is outside the data range [10^1.7717, 10^3.4144]."
67491202,24YD72_39010450,VPST_800A,1F0D99_470081378,K_20A,Recloser-Fuse,,"Ground downstream: i=2604.0 (log10=3.4156) is outside the data range [10^1.6881, 10^3.3354]."
67491202,1DXT18_456782933,K_25A,38931797,K_25A,Fuse-Fuse,,"Ground upstream: i=1449.0 (log10=3.1611) is outside the data range [10^1.6981, 10^3.0549]."
67491202,24YD72_39010450,VPST_800A,2W3F66_38924651,K_25A,Recloser-Fuse,"Phase downstream: i=3132.0 (log10=3.4958) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3125.0 (log10=3.4949) is outside the data range [10^1.7717, 10^3.4144]."
67491202,67491202,DEFAULT_BREAKER,38927804,K_30A,Breaker-Fuse,"Phase downstream: i=3389.0 (log10=3.5301) is outside the data range [10^1.8914, 10^3.5273].","Ground downstream: i=3569.0 (log10=3.5525) is outside the data range [10^1.8914, 10^3.5273]."
67491202,1LKR13_567211724,VPST_800A,38923411,K_25A,Recloser-Fuse,,"Ground downstream: i=2619.0 (log10=3.4181) is outside the data range [10^1.7717, 10^3.4144]."
67491202,1HHP16_668369873,VPST_800A,29JB42_782171662,K_25A,Recloser-Fuse,,"Ground downstream: i=2923.0 (log10=3.4658) is outside the data range [10^1.7717, 10^3.4144]."
67491202,1HHP16_668369873,VPST_800A,2T4_38928840,K_25A,Recloser-Fuse,,"Ground downstream: i=2927.0 (log10=3.4664) is outside the data range [10^1.7717, 10^3.4144]."
67491202,1DXT18_456782935,K_25A,38929310,K_25A,Fuse-Fuse,,"Ground upstream: i=1378.0 (log10=3.1392) is outside the data range [10^1.6981, 10^3.0549]."
67491202,L1P6_38920334,T_80A,366524245,K_25A,Fuse-Fuse,,"Ground downstream: i=3148.0 (log10=3.4980) is outside the data range [10^1.7717, 10^3.4144]."
67491202,38917000,T_80A,38928822,K_25A,Fuse-Fuse,"Phase downstream: i=2706.0 (log10=3.4323) is outside the data range [10^1.7717, 10^3.4144].",
67513402,1MRP18_520059536,VPST_800A,745266731,UNK_UNKA,Recloser-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67513402,745266731,UNK_UNKA,38923233,K_65A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67513403,243E42_753515422,VPST_800A,28MMD6_38933397,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD13_38920182,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38933221,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38934940,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38918776,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38929939,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,2ACY10_767140583,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38916037,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,20M21_38928539,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,2ACY10_38935516,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD5_38924911,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,27YM08_755546648,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD23-1_758990453,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,27YM09_38932216,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38933519,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD25_38933888,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38923329,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,30M9_38932262,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38917976,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD18_38929518,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD10_38930617,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,20MS1_38922102,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD8_38922359,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,38920714,K_80A,38920861,K_25A,Fuse-Fuse,,"Ground downstream: i=2750.0 (log10=3.4393) is outside the data range [10^1.7717, 10^3.4144]."
67513403,243E42_753515422,VPST_800A,38936796,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD5_38931789,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD16_38935292,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD26_38930366,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38932985,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38926485,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,1LKE12_567886861,VPST_800A,739118200,UNK_UNKA,Recloser-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67513403,243E42_753515422,VPST_800A,28MMD8_38935044,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38933816,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38926601,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,1EEM98_38916427,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38920664,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38915809,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38935586,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38933413,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38917140,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38932949,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD22_38935050,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38932969,K_25A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38921381,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38918069,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38921028,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38921813,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38921775,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28M3_38930320,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,51382139,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,286A10_38935990,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,20M19_38919068,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38932923,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,22MC07_38919560,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD12_38936177,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38924539,T_40A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,28MMD3_38930853,T_30A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,38934810,T_65A,Recloser-Fuse,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,243E42_753515422,VPST_800A,30M10_39011066,VPSS_800A,Recloser-Recloser,,"Ground upstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67513403,15M18-1_39010923,VPST_800A,243E42_753515422,VPST_800A,Recloser-Recloser,,"Ground downstream: RecloserDB field error (float() argument must be a string or a real number, not 'NoneType')"
67521206,2HPE67_788683719,K_20A,38930005,K_20A,Fuse-Fuse,,"Ground upstream: i=1490.0 (log10=3.1732) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38926992,T_65A,Fuse-Fuse,,"Ground upstream: i=2757.0 (log10=3.4404) is outside the data range [10^1.5919, 10^2.9356]."
67521206,38923675,T_65A,38945513,K_20A,Fuse-Fuse,,"Ground downstream: i=2380.0 (log10=3.3766) is outside the data range [10^1.6881, 10^3.3354]."
67521206,386794953,K_25A,1TFF90_656325663,K_20A,Fuse-Fuse,,"Ground upstream: i=1276.0 (log10=3.1059) is outside the data range [10^1.6981, 10^3.0549]."
67521206,2HPE67_788683719,K_20A,38917514,K_20A,Fuse-Fuse,,"Ground upstream: i=2252.0 (log10=3.3526) is outside the data range [10^1.5919, 10^2.9356].; Ground downstream: i=2252.0 (log10=3.3526) is outside the data range [10^1.6881, 10^3.3354]."
67521206,2HPE67_788683719,K_20A,38923272,T_65A,Fuse-Fuse,,"Ground upstream: i=3958.0 (log10=3.5975) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,6GFJ1_38925816,K_20A,Fuse-Fuse,,"Ground upstream: i=2098.0 (log10=3.3218) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38915730,T_65A,Fuse-Fuse,,"Ground upstream: i=2364.0 (log10=3.3736) is outside the data range [10^1.5919, 10^2.9356]."
67521206,1TAM49_677671358,TRIPSAVER_II_100A,38928577,K_25A,TripSaver-Fuse,,"Ground downstream: i=3151.0 (log10=3.4984) is outside the data range [10^1.7717, 10^3.4144]."
67521206,2HPE67_788683719,K_20A,410326075,K_20A,Fuse-Fuse,,"Ground upstream: i=2647.0 (log10=3.4228) is outside the data range [10^1.5919, 10^2.9356].; Ground downstream: i=2647.0 (log10=3.4228) is outside the data range [10^1.6881, 10^3.3354]."
67521206,2HPE67_788683719,K_20A,38946372,K_25A,Fuse-Fuse,,"Ground upstream: i=1544.0 (log10=3.1886) is outside the data range [10^1.5919, 10^2.9356]."
67521206,392909758,T_65A,6GFC1_38932546,K_20A,Fuse-Fuse,,"Ground downstream: i=3087.0 (log10=3.4895) is outside the data range [10^1.6881, 10^3.3354]."
67521206,2HPE67_788683719,K_20A,6GFJ1_38932853,K_20A,Fuse-Fuse,,"Ground upstream: i=2098.0 (log10=3.3218) is outside the data range [10^1.5919, 10^2.9356]."
67521206,38926992,T_65A,6GK4_38927112,K_20A,Fuse-Fuse,,"Ground downstream: i=2279.0 (log10=3.3577) is outside the data range [10^1.6881, 10^3.3354]."
67521206,1WXA91_668663175,VPST_800A,2HPE67_788683719,K_20A,Recloser-Fuse,"Phase downstream: i=4202.0 (log10=3.6235) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=4359.0 (log10=3.6394) is outside the data range [10^1.6881, 10^3.3354]."
67521206,38923272,T_65A,38935144,K_20A,Fuse-Fuse,,"Ground downstream: i=3639.0 (log10=3.5610) is outside the data range [10^1.6881, 10^3.3354]."
67521206,2HPE67_788683719,K_20A,38931242,T_65A,Fuse-Fuse,,"Ground upstream: i=1796.0 (log10=3.2543) is outside the data range [10^1.5919, 10^2.9356]."
67521206,1TAM49_38930228,T_80A,12AV1_38918136,K_30A,Fuse-Fuse,,"Ground downstream: i=3543.0 (log10=3.5494) is outside the data range [10^1.8914, 10^3.5273]."
67521206,2HPE67_788683719,K_20A,6G11_38930691,T_65A,Fuse-Fuse,,"Ground upstream: i=3801.0 (log10=3.5799) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38933467,K_20A,Fuse-Fuse,,"Ground upstream: i=1560.0 (log10=3.1931) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38918557,T_65A,Fuse-Fuse,,"Ground upstream: i=2372.0 (log10=3.3751) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,459221847,K_25A,Fuse-Fuse,,"Ground upstream: i=1426.0 (log10=3.1541) is outside the data range [10^1.5919, 10^2.9356]."
67521206,1TAM49_38930228,T_80A,12AV1_38932875,K_30A,Fuse-Fuse,,"Ground downstream: i=3543.0 (log10=3.5494) is outside the data range [10^1.8914, 10^3.5273]."
67521206,1TAM49_677671358,TRIPSAVER_II_100A,38930444,K_25A,TripSaver-Fuse,,"Ground downstream: i=3151.0 (log10=3.4984) is outside the data range [10^1.7717, 10^3.4144]."
67521206,2HPE67_788683719,K_20A,38924103,T_65A,Fuse-Fuse,,"Ground upstream: i=1683.0 (log10=3.2261) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38929470,T_65A,Fuse-Fuse,,"Ground upstream: i=3285.0 (log10=3.5165) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38918146,T_65A,Fuse-Fuse,,"Ground upstream: i=3416.0 (log10=3.5335) is outside the data range [10^1.5919, 10^2.9356]."
67521206,22NL69_49312817,K_80A,38923422,K_25A,Fuse-Fuse,"Phase downstream: i=2619.0 (log10=3.4181) is outside the data range [10^1.7717, 10^3.4144].",
67521206,2HPE67_788683719,K_20A,22NC07_38931751,T_65A,Fuse-Fuse,,"Ground upstream: i=2960.0 (log10=3.4713) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38935846,T_65A,Fuse-Fuse,,"Ground upstream: i=1531.0 (log10=3.1850) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38934065,T_65A,Fuse-Fuse,,"Ground upstream: i=3162.0 (log10=3.5000) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,392909758,T_65A,Fuse-Fuse,,"Ground upstream: i=3167.0 (log10=3.5006) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38935474,K_20A,Fuse-Fuse,,"Ground upstream: i=1560.0 (log10=3.1931) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38931258,K_20A,Fuse-Fuse,,"Ground upstream: i=2056.0 (log10=3.3130) is outside the data range [10^1.5919, 10^2.9356]."
67521206,2HPE67_788683719,K_20A,38923675,T_65A,Fuse-Fuse,,"Ground upstream: i=3507.0 (log10=3.5449) is outside the data range [10^1.5919, 10^2.9356]."
67521207,38935900,T_80A,38933552,K_20A,Fuse-Fuse,,"Ground downstream: i=2582.0 (log10=3.4120) is outside the data range [10^1.6881, 10^3.3354]."
67521207,1TCM66_670839382,TRIPSAVER_II_100A,38932971,K_20A,TripSaver-Fuse,,"Ground downstream: i=4511.0 (log10=3.6543) is outside the data range [10^1.6881, 10^3.3354]."
67521207,1TCM66_670839382,TRIPSAVER_II_100A,2QRM96_860062641,K_20A,TripSaver-Fuse,,"Ground downstream: i=4229.0 (log10=3.6262) is outside the data range [10^1.6881, 10^3.3354]."
67521207,38932306,K_65A,1WXP97_658808862,K_20A,Fuse-Fuse,,"Ground downstream: i=2202.0 (log10=3.3428) is outside the data range [10^1.6881, 10^3.3354]."
67521208,1DNG50_674369710,TRIPSAVER_II_100A,38928471,K_20A,TripSaver-Fuse,,"Ground downstream: i=2629.0 (log10=3.4198) is outside the data range [10^1.6881, 10^3.3354]."
67521208,38917867,T_80A,38916696,K_20A,Fuse-Fuse,,"Ground downstream: i=4125.0 (log10=3.6154) is outside the data range [10^1.6881, 10^3.3354]."
67521208,38931145,K_65A,1JBX75_657849475,K_20A,Fuse-Fuse,,"Ground upstream: i=3036.0 (log10=3.4823) is outside the data range [10^2.0960, 10^3.4551].; Ground downstream: i=3036.0 (log10=3.4823) is outside the data range [10^1.6881, 10^3.3354]."
67521208,67521208,DEFAULT_BREAKER,G22_657751544,UNK_UNKA,Breaker-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67521208,1DNG50_674369710,TRIPSAVER_II_100A,21GG09_673072933,K_20A,TripSaver-Fuse,,"Ground downstream: i=2245.0 (log10=3.3512) is outside the data range [10^1.6881, 10^3.3354]."
67521208,1M2D32_393557989,VPST_800A,1LFR76_39009729,VPST_800A,Recloser-Recloser,Phase downstream: FID 39009729 not in RecloserDatabase,Ground downstream: FID 39009729 not in RecloserDatabase
67531204,21L6_676257881,TRIPSAVER_II_100A,38926155,K_25A,TripSaver-Fuse,,"Ground downstream: i=3750.0 (log10=3.5740) is outside the data range [10^1.7717, 10^3.4144]."
67531204,21L6_676257881,TRIPSAVER_II_100A,38946120,K_25A,TripSaver-Fuse,,"Ground downstream: i=2979.0 (log10=3.4741) is outside the data range [10^1.7717, 10^3.4144]."
67531204,26L10_38927802,T_65A,2ELN65_828600335,UNK_UNKA,Fuse-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67531204,25L2.5_676257897,TRIPSAVER_II_200A,38920650,K_25A,TripSaver-Fuse,"Phase downstream: i=3132.0 (log10=3.4958) is outside the data range [10^1.7717, 10^3.4144].",
67531204,2JFJ18_782363149,T_80A,21LA1_38916224,K_25A,Fuse-Fuse,,"Ground downstream: i=4354.0 (log10=3.6389) is outside the data range [10^1.7717, 10^3.4144]."
67531204,1YXK98_391819081,K_65A,1FQJ05_470802826,K_25A,Fuse-Fuse,,"Ground downstream: i=2805.0 (log10=3.4479) is outside the data range [10^1.7717, 10^3.4144]."
67531204,1YXW85_676257915,TRIPSAVER_II_100A,107772991,K_25A,TripSaver-Fuse,"Phase downstream: i=3143.0 (log10=3.4973) is outside the data range [10^1.7717, 10^3.4144].",
67531204,38946126,T_40A,1RGB95_657003637,K_20A,Fuse-Fuse,,"Ground downstream: i=2282.0 (log10=3.3583) is outside the data range [10^1.6881, 10^3.3354]."
67531204,25L2.5_676257897,TRIPSAVER_II_200A,38940318,K_25A,TripSaver-Fuse,"Phase downstream: i=2927.0 (log10=3.4664) is outside the data range [10^1.7717, 10^3.4144].",
67531204,1RBB91_407470600,T_80A,1RBB92_654431753,K_25A,Fuse-Fuse,,"Ground downstream: i=4803.0 (log10=3.6815) is outside the data range [10^1.7717, 10^3.4144]."
67531204,21L4_676257886,TRIPSAVER_II_200A,38923671,K_25A,TripSaver-Fuse,"Phase downstream: i=4212.0 (log10=3.6245) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3896.0 (log10=3.5906) is outside the data range [10^1.7717, 10^3.4144]."
67531204,38925720,T_50A,38915706,K_25A,Fuse-Fuse,,"Ground downstream: i=3333.0 (log10=3.5228) is outside the data range [10^1.7717, 10^3.4144]."
67531204,1YHH94_675356028,VPST_800A,38920630,K_30A,Recloser-Fuse,"Phase downstream: i=3531.0 (log10=3.5479) is outside the data range [10^1.8914, 10^3.5273].",
67531204,67531204,DEFAULT_BREAKER,38922548,K_25A,Breaker-Fuse,"Phase downstream: i=3362.0 (log10=3.5266) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2761.0 (log10=3.4411) is outside the data range [10^1.7717, 10^3.4144]."
67531204,67531204,DEFAULT_BREAKER,21L13_38927955,K_25A,Breaker-Fuse,,"Ground downstream: i=3286.0 (log10=3.5167) is outside the data range [10^1.7717, 10^3.4144]."
67531204,25L2.5_676257897,TRIPSAVER_II_200A,38917190,K_25A,TripSaver-Fuse,"Phase downstream: i=2893.0 (log10=3.4613) is outside the data range [10^1.7717, 10^3.4144].",
67531205,1TAN33_650808669,TRIPSAVER_II_200A,38935602,K_25A,TripSaver-Fuse,,"Ground downstream: i=3056.0 (log10=3.4852) is outside the data range [10^1.7717, 10^3.4144]."
67531205,1CWP61_38917602,T_80A,38925630,K_25A,Fuse-Fuse,"Phase downstream: i=4451.0 (log10=3.6485) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=4261.0 (log10=3.6295) is outside the data range [10^1.7717, 10^3.4144]."
67531205,185608170,T_80A,1P5H63_652233464,K_20A,Fuse-Fuse,,"Ground downstream: i=2345.0 (log10=3.3701) is outside the data range [10^1.6881, 10^3.3354]."
67531205,38925401,T_40A,2PPN59_836754628,UNK_UNKA,Fuse-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67531205,67531205,DEFAULT_BREAKER,38919894,K_25A,Breaker-Fuse,"Phase downstream: i=4680.0 (log10=3.6702) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=4628.0 (log10=3.6654) is outside the data range [10^1.7717, 10^3.4144]."
67531205,1CWP60_169046422,K_140A,38923248,K_25A,Fuse-Fuse,"Phase downstream: i=4709.0 (log10=3.6729) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=4674.0 (log10=3.6697) is outside the data range [10^1.7717, 10^3.4144]."
67531205,84583356,T_40A,1TKL65_657841276,K_20A,Fuse-Fuse,,"Ground downstream: i=3290.0 (log10=3.5172) is outside the data range [10^1.6881, 10^3.3354]."
67531205,84583356,T_40A,1CWP62_38931051,K_25A,Fuse-Fuse,,"Ground upstream: i=3639.0 (log10=3.5610) is outside the data range [10^1.9216, 10^3.5513].; Ground downstream: i=3639.0 (log10=3.5610) is outside the data range [10^1.7717, 10^3.4144]."
67531205,1CWP60_169046422,K_140A,38915991,K_25A,Fuse-Fuse,"Phase downstream: i=4901.0 (log10=3.6903) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=5010.0 (log10=3.6998) is outside the data range [10^1.7717, 10^3.4144]."
67531205,1TAN33_650808669,TRIPSAVER_II_200A,391402561,K_20A,TripSaver-Fuse,,"Ground downstream: i=3772.0 (log10=3.5766) is outside the data range [10^1.6881, 10^3.3354]."
67531205,67531205,DEFAULT_BREAKER,2M3W45_367102696,K_25A,Breaker-Fuse,"Phase downstream: i=3787.0 (log10=3.5783) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3295.0 (log10=3.5179) is outside the data range [10^1.7717, 10^3.4144]."
67531205,38933065,T_25A,JKE3_38931719,K_25A,Fuse-Fuse,,"Ground upstream: i=2610.0 (log10=3.4166) is outside the data range [10^1.7089, 10^3.3155].; Ground downstream: i=2610.0 (log10=3.4166) is outside the data range [10^1.7717, 10^3.4144]."
67531206,67531206,DEFAULT_BREAKER,1HMK53_392412004,K_20A,Breaker-Fuse,,"Ground downstream: i=2337.0 (log10=3.3687) is outside the data range [10^1.6881, 10^3.3354]."
67531206,67531206,DEFAULT_BREAKER,2ELN83_169046377,K_20A,Breaker-Fuse,,"Ground downstream: i=5740.0 (log10=3.7589) is outside the data range [10^1.6881, 10^3.3354]."
67531206,67531206,DEFAULT_BREAKER,38918325,K_25A,Breaker-Fuse,"Phase downstream: i=3688.0 (log10=3.5668) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3221.0 (log10=3.5080) is outside the data range [10^1.7717, 10^3.4144]."
